gene_name,1cell_A.x,1cell_B.x,2cell_A.x,2cell_B.x,1cell_A.y,1cell_B.y,2cell_B.y,2cell_A.y
cdh-4,2135,2903,1506,558,355,711,82,113
F25F8.1,2,25,10,0,3,2,3,1
F25G6.1,3,3,0,1,1,1,1,2
symk-1,538,735,342,105,59,73,61,79
acr-16,20,35,8,7,2,2,1,1
slc-17.8,0,1,0,0,1,1,1,1
F25G6.8,788,494,409,246,61,56,1,2
F25G6.9,1159,3158,1075,502,225,166,183,203
tli-1,205,222,108,52,4,12,4,10
rla-0,1975,1188,1394,715,29,43,3,9
tct-1,9564,10496,10234,4602,141,209,47,65
F25H2.12,204,294,153,60,10,6,3,6
rtel-1,731,709,464,225,60,68,6,18
snx-27,428,711,278,65,33,46,44,47
F25H2.3,0,4,0,0,1,1,1,1
F25H2.4,1510,1588,1313,573,86,86,88,64
ndk-1,10737,13173,6324,3230,247,282,6,63
F25H2.6,2234,3111,1431,500,74,77,100,64
F25H2.7,123,145,83,19,13,6,3,2
ubc-25,1364,3683,1662,464,302,287,39,39
pas-5,4261,13224,4697,1584,128,126,66,55
F25H5.10,0,4,20,9,6,1,1,1
lim-9,1,11,2,3,1,3,1,1
pyk-1,4010,4430,2894,1224,221,316,4,100
eef-2,11556,17244,8530,3727,459,624,59,137
clsp-1,955,1985,841,304,107,88,120,145
mrpl-54,226,287,217,142,10,11,3,2
F25H5.7,1,0,0,0,1,1,1,1
F25H8.1,1143,1354,749,323,41,62,5,6
F25H8.2,1304,2225,1173,472,81,62,36,23
gon-1,3,1,4,0,6,2,1,1
dur-1,11,8,0,1,1,1,2,6
bed-3,75,96,82,4,7,7,8,7
F25H9.2,130,296,101,49,7,13,8,5
bath-39,94,241,92,19,12,9,19,18
frm-10,548,515,309,132,34,38,3,5
F25H9.6,582,1678,821,161,25,26,30,37
F25H9.7,198,230,176,68,1,11,2,1
F26A1.1,1776,2423,1290,690,84,86,31,14
nspd-9,0,1,1,0,1,1,1,1
F26A1.13,159,103,105,42,36,65,72,45
fkh-5,4,15,3,8,1,1,1,1
F26A1.6,1,1,0,0,1,1,1,1
F26A1.8,9,2,2,3,1,2,1,1
F26A3.1,187,196,151,107,10,11,1,1
ncbp-2,362,708,307,154,77,67,59,75
ego-1,1691,1887,1098,512,161,237,6,24
F26A3.4,0,2,2,0,1,1,1,1
F26A3.5,0,4,0,0,1,1,1,1
del-3,0,4,2,0,3,1,1,1
F26A3.7,459,859,465,261,41,30,26,22
rrf-1,908,2657,939,314,249,222,238,225
hrpk-1,1395,5124,1007,318,198,162,24,33
ima-2,8792,8299,4787,2467,425,577,15,29
F26B1.5,2,0,1,0,1,1,1,1
let-381,0,0,2,0,1,1,1,1
F26C11.1,0,1,0,1,1,1,3,1
gln-5,1743,1326,619,404,68,88,3,5
lhfp-4,6,5,0,2,1,1,1,1
clec-196,22,43,13,3,1,1,1,1
hsp-1,11478,10745,5055,3054,1057,1364,78,380
atgp-1,84,120,41,10,3,6,1,1
F26D11.1,104,113,126,62,3,6,1,2
che-7,0,1,0,0,1,1,1,1
let-413,193,483,167,44,32,20,61,41
F26D11.12,16,0,7,2,1,1,1,1
fkh-7,39,230,79,25,23,17,10,13
str-73,0,1,0,0,1,1,1,1
F26D2.15,9,4,4,0,1,1,1,1
syp-1,675,1026,524,214,48,27,25,18
srh-145,0,0,0,130,1,1,1,1
sur-6,630,3129,980,167,299,296,170,142
drsh-1,1055,2365,1066,376,170,128,151,131
hrdl-1,1419,3334,1353,375,190,246,13,38
gpx-1,60,88,88,21,4,7,4,2
F26E4.2,3,7,0,4,1,1,1,1
F26E4.4,1469,1345,982,604,85,75,4,31
F26E4.5,4,0,0,0,1,1,1,1
cox-7C,1334,1044,1182,752,60,41,16,17
F26E4.7,37,58,27,9,6,4,5,5
tba-1,17651,39093,16964,5889,714,687,795,826
cox-5B,1601,1285,1726,968,55,60,13,28
col-140,0,0,2,0,1,1,1,1
let-418,1879,5713,1915,605,467,368,430,408
F26F2.3,1,2,0,2,1,1,1,1
F26F2.5,2,0,1,0,1,1,1,1
F26F2.7,569,656,360,202,67,95,12,23
F26F2.8,1,1,5,0,1,2,1,1
cee-1,882,2745,1129,263,78,84,103,115
rars-1,1795,2244,1355,682,92,144,36,37
rpb-8,1006,1517,926,407,37,62,29,26
F26F4.12,433,639,542,207,18,32,23,13
kbp-2,513,634,589,183,41,37,46,40
F26F4.2,4,4,0,0,1,1,1,1
rom-1,413,971,330,71,21,20,32,33
tag-340,1336,1390,1022,407,56,87,2,4
F26F4.5,531,746,379,135,24,27,16,15
F26F4.6,700,880,500,126,21,29,4,13
nhl-2,768,1294,527,194,153,226,15,19
F26F4.8,67,166,64,11,4,4,3,2
F26F4.9,484,528,390,208,26,26,1,2
F26G1.1,1892,2740,1392,642,127,131,81,76
F26G1.15,0,3,0,0,1,1,1,1
F26G1.2,0,0,1,0,1,1,1,1
ttm-2,1,1,1,0,1,1,1,1
F26G5.1,979,2680,1293,433,86,60,138,139
tam-1,1586,2073,893,470,200,203,16,42
kbp-3,1022,1160,1120,533,60,89,30,50
nurf-1,2204,4134,1607,549,293,265,112,154
F26H11.4,47,76,20,8,5,4,7,2
exl-1,534,562,322,228,2,7,1,1
dsb-2,616,984,438,291,32,35,21,22
prom-1,929,942,739,270,42,57,1,6
F26H9.2,525,821,388,130,78,53,24,22
nmat-2,234,204,143,68,16,15,19,20
F26H9.5,1205,3792,1275,400,122,133,312,293
rab-5,894,785,242,120,73,73,2,3
uev-3,260,308,192,155,27,28,7,5
uggt-2,1,0,0,0,1,1,1,1
F27B3.6,43,61,42,19,4,6,1,1
F27C1.11,5,1,0,0,1,1,1,1
F27C1.2,1783,3356,1498,481,73,84,22,29
F27C1.4,86,235,125,35,3,3,2,4
F27C1.6,1123,1574,571,279,72,72,34,42
atp-3,5882,13489,4373,1355,81,107,7,22
aat-1,0,0,0,2,1,2,2,1
trcs-1,15261,10527,9288,5681,551,633,8,32
F27D4.1,2296,4197,2129,729,88,90,114,119
lsy-22,863,1862,725,201,66,62,26,31
F27D4.4,1616,3194,1284,397,123,91,215,178
bckd-1B,1186,2310,948,300,41,44,13,16
F27D4.6,4,13,3,7,1,3,1,2
F27D4.7,195,553,228,50,4,9,9,8
F27D4.8,151,123,131,88,13,14,7,5
F27D9.12,0,2,0,0,1,1,1,1
unc-18,145,412,149,19,36,28,33,31
pcca-1,2599,5216,1802,573,203,152,129,130
dhs-29,11,5,16,12,1,1,1,1
slc-28.2,0,0,2,0,1,1,1,1
cfz-2,0,1,0,5,1,1,1,1
F27E5.3,1,4,0,0,1,1,1,1
F28A10.13,0,0,0,1,1,1,1,1
acdh-9,225,495,179,69,13,18,11,11
F28B1.9,0,0,1,0,1,1,1,1
F28B12.1,5,0,0,0,1,3,1,1
egl-44,10,4,2,0,1,4,2,1
vrk-1,1054,1336,743,311,109,107,13,9
F28B3.10,84,93,70,55,8,11,3,2
dip-2,233,1560,403,104,98,92,50,46
F28B3.5,1440,2915,1066,336,68,66,120,104
F28B3.6,501,470,444,205,19,40,2,9
him-1,1981,3457,1242,505,255,225,96,111
imb-1,359,3244,747,104,202,218,350,325
acl-11,144,381,153,49,19,8,24,33
rgl-1,180,428,176,38,24,27,17,8
F28B4.4,0,3,0,0,1,1,1,1
F28C1.1,825,1841,587,207,75,50,85,82
egl-10,4,14,4,6,6,8,1,3
F28C1.3,277,557,212,82,49,68,3,9
F28C10.3,214,246,221,65,24,34,1,1
sra-17,1,0,0,0,1,1,1,1
aptf-4,77,99,27,10,3,4,3,2
F28C6.10,6,7,6,4,1,1,1,1
aptf-3,205,542,230,44,24,13,40,37
cpf-1,2377,4236,1899,516,77,97,155,135
F28C6.4,281,361,230,100,14,11,9,10
F28C6.5,5,12,3,6,1,1,1,1
suf-1,959,2781,967,320,141,112,57,62
rpl-26,294,154,196,162,7,10,1,2
F28C6.8,477,430,431,219,15,30,5,6
wdr-46,1594,1433,732,496,79,69,9,35
gex-3,992,1616,700,189,62,63,2,6
dpm-3,380,283,353,194,21,21,2,4
atz-1,340,630,194,106,9,7,5,9
thn-1,1,0,0,0,1,1,1,1
F28D1.6,12,1,0,3,1,1,1,1
rps-23,2166,1525,2167,1026,25,48,1,3
acs-20,95,156,90,48,10,12,1,4
rsr-1,381,711,270,152,83,70,86,102
sri-5,9,16,12,0,1,2,1,1
F28D9.4,133,136,58,49,3,11,2,2
F28E10.1,8,8,8,0,2,1,1,1
igeg-1,15,5,1,0,1,1,1,1
lim-8,0,2,0,0,1,1,1,1
acr-18,1,6,2,2,4,1,1,1
acs-2,30,14,7,0,2,1,1,1
lsm-5,336,277,359,259,12,9,9,7
fbxa-95,123,187,141,35,4,9,6,6
mdt-28,1003,2789,1009,333,52,33,37,42
atx-3,801,2139,681,226,41,22,64,54
F28F8.7,14,14,20,9,3,1,1,1
fbxa-94,0,2,0,4,1,1,1,1
F28F8.9,193,625,233,63,9,7,8,10
cyp-37B1,0,0,2,0,1,1,1,1
F28H1.1,36,78,36,0,6,7,8,9
cpn-3,3,0,0,1,1,1,1,1
aars-2,3122,7058,2571,1130,275,320,76,108
akt-2,25,67,20,2,8,6,1,4
F28H6.4,518,951,509,124,39,39,21,27
F28H6.6,134,378,76,30,25,26,10,30
F28H6.7,0,1,0,0,1,1,1,1
F28H6.8,0,0,0,3,1,1,1,1
F28H7.2,1,0,0,0,1,1,1,1
selt-1.2,63,107,49,11,1,2,2,2
fbxb-106,0,0,0,3,1,1,1,1
F29A7.6,185,218,158,81,21,20,4,8
F29B9.1,165,135,94,56,8,11,2,6
mrps-21,152,155,139,60,9,7,1,2
F29B9.11,1592,1431,1531,931,28,32,15,18
F29B9.12,2,3,0,0,2,1,1,1
jmjd-1.2,1798,1495,797,449,75,107,5,17
psr-1,1039,4168,1247,332,68,61,99,80
F29B9.5,9,15,15,8,1,1,1,1
ubc-9,804,5632,1335,193,186,154,268,234
F29B9.8,1,2,0,0,1,3,1,1
pqn-32,1,2,0,0,1,1,1,2
rict-1,1161,3548,1314,363,224,173,194,194
gfm-1,734,684,350,221,60,57,1,5
F29C12.6,1,0,0,2,2,1,1,1
daf-1,486,1382,397,83,48,54,29,21
cox-6C,818,846,834,473,42,44,3,14
tut-1,192,245,93,68,10,8,3,1
grld-1,1517,1489,1003,416,54,84,20,22
col-99,2,5,0,0,1,2,1,3
F29C6.1,9,28,11,8,1,1,1,1
F29D10.1,0,2,3,1,1,1,1,1
F29D10.2,0,1,0,0,1,1,1,1
F29D10.3,0,3,2,2,1,1,1,1
hum-1,1085,773,515,238,72,66,1,3
lrp-1,58,65,40,23,15,22,3,5
capg-1,641,2171,804,186,186,151,240,211
sqv-4,100,84,6,9,10,32,1,1
tut-2,1177,1874,827,363,29,29,23,30
gsp-1,566,3001,647,117,113,103,15,32
picc-1,4178,4360,2797,768,181,238,58,90
aps-1,500,307,311,159,19,22,8,4
fos-1,28,74,16,3,3,3,2,1
rpt-2,3436,10005,3984,1424,471,349,297,269
dhs-17,40,26,3,0,1,1,1,1
calm-1,186,118,129,86,6,12,2,3
usp-48,1963,1908,990,583,112,139,12,13
F30A10.15,33,43,29,15,2,6,1,1
F30A10.3,1353,3090,1049,316,68,99,35,28
stl-1,957,3135,857,340,72,57,91,86
sac-1,2405,1491,822,471,103,138,2,2
stn-1,100,65,18,21,2,7,1,1
F30A10.9,299,236,190,55,18,19,1,3
F30B5.11,0,2,0,0,1,1,1,1
F30B5.4,2276,3651,1454,601,76,69,41,49
zipt-2.2,5,0,0,0,1,1,1,1
F30F8.1,1808,2926,1593,633,108,160,7,14
F30F8.10,125,194,298,97,84,85,25,22
glna-3,42,79,21,27,6,4,1,1
gras-1,2002,2321,1593,605,86,108,3,8
F30F8.5,13,18,6,2,1,2,1,1
taf-5,1027,1567,802,375,66,118,19,26
F30F8.9,527,596,384,162,28,29,8,13
unc-45,147,134,79,43,42,63,35,49
F31A3.5,200,531,210,59,16,12,5,14
plc-1,0,0,0,1,1,1,1,1
F31B12.4,0,2,0,0,1,1,1,1
F31B9.2,0,1,0,1,1,1,1,1
F31B9.3,216,400,270,79,24,12,29,45
cyn-5,2275,3086,2332,1070,71,88,22,22
F31C3.2,2022,2273,1494,652,119,151,72,91
F31C3.3,1181,2801,859,359,229,260,65,64
zipt-1,1208,1310,1000,302,87,107,12,15
psf-2,899,1133,907,401,41,38,52,50
F31C3.6,4,4,0,0,1,1,1,1
exos-7,264,235,211,112,10,10,11,7
F31D4.2,439,729,452,180,68,136,4,4
fkb-6,2383,1773,867,585,84,94,8,17
clec-264,7,6,5,1,1,1,1,1
F31D4.5,36,9,2,1,1,1,1,2
F31D4.9,381,339,354,218,26,28,5,6
F31D5.1,0,3,2,0,1,1,1,1
F31D5.2,0,0,0,1,1,1,1,1
cpna-1,40,77,51,14,5,6,4,1
mth-2,22,79,42,4,3,4,1,1
mth-1,5,2,2,0,1,1,1,1
ceh-20,2,5,2,3,1,2,1,3
F31E3.12,1,9,1,1,1,1,1,1
F31E3.2,12,26,6,3,1,1,1,1
rfc-4,2132,3246,2118,970,139,157,88,84
panl-2,1290,5074,1421,290,209,176,413,342
eef-1A.1,71362,73815,61828,29892,1173,1808,20,735
F31E3.6,25,9,32,36,1,3,1,1
F31E8.4,245,595,422,76,24,32,28,35
F31E9.6,24,11,21,13,1,1,1,2
nhr-180,0,4,0,0,1,1,1,1
fbxa-72,0,5,0,0,1,1,1,1
F31F6.1,70,160,56,7,17,17,1,3
F31F6.2,268,346,184,53,16,21,1,1
F31F6.3,51,76,39,13,4,7,1,2
daf-6,8,9,0,0,1,1,1,1
nac-1,14,3,0,0,1,1,1,1
F32A11.1,1040,1419,709,234,38,30,6,6
hpr-17,1331,1366,865,483,42,45,18,22
F32A11.3,5,29,8,1,1,2,1,1
moe-3,4,0,1,0,1,1,1,1
ada-2,523,1344,535,156,77,57,94,77
F32A5.3,0,8,1,8,1,1,2,1
F32A5.4,4,1,2,0,1,1,1,1
prx-13,4,53,15,1,1,2,1,1
lsm-4,465,1563,495,121,30,26,53,34
F32A5.8,36,32,20,6,1,4,1,2
ift-81,3,3,0,2,1,1,1,1
vps-41,217,663,275,61,32,23,30,15
ags-3,222,1255,265,85,25,28,12,12
eva-1,0,10,0,4,4,1,3,1
F32A7.4,1243,1690,749,393,51,95,2,3
maph-1.1,73,77,35,12,5,5,1,2
F32B4.2,6,2,1,0,1,1,1,1
F32B4.4,51,113,19,8,27,39,3,9
F32B4.5,0,1,0,0,1,1,1,1
abhd-11.1,2,1,0,0,1,1,1,1
F32B4.8,15,31,4,2,3,1,1,3
F32B5.6,46,107,41,7,8,2,2,2
F32B5.7,18,22,1,0,2,1,1,2
cpz-1,6,5,0,2,1,1,1,1
nhr-4,138,445,174,62,24,15,9,9
ttbk-3,0,2,1,0,1,1,1,1
mccc-1,2018,2013,1065,489,121,187,6,7
F32B6.3,780,1418,652,161,43,29,77,65
tbc-3,1292,1490,824,260,57,66,1,6
best-13,40,118,49,10,4,3,8,5
mcm-7,6633,12290,5292,1542,432,484,677,689
F32D1.11,45,91,20,7,2,1,2,1
figl-1,336,1112,389,93,22,25,22,17
hpo-18,587,1387,892,428,14,17,7,4
F32D1.3,0,0,1,0,1,1,1,1
F32D1.5,10733,16899,7668,3301,319,329,82,101
neg-1,2763,6630,2338,1039,134,113,124,108
F32D1.7,4342,8006,4084,1479,166,171,172,179
fipp-1,1705,3325,1328,528,119,125,192,137
F32D8.1,4,7,1,0,1,1,1,1
F32D8.12,30,41,38,6,1,5,1,1
F32D8.13,30,42,19,6,6,1,2,1
F32D8.14,1618,4967,1640,631,69,66,57,71
F32D8.4,229,194,214,79,16,18,3,3
F32D8.5,972,1232,873,282,28,42,9,9
emo-1,908,605,661,483,64,53,3,7
nol-10,1845,1857,1001,537,121,112,22,26
cec-4,1575,1225,904,530,78,54,6,9
ima-3,471,1062,486,166,148,177,17,28
F32E10.5,589,1317,487,121,46,35,52,57
cec-5,2189,2616,1416,477,101,138,192,167
F32E10.9,50,18,28,15,2,1,1,1
uig-1,132,380,149,42,21,26,24,12
cat-4,1,0,0,0,1,1,1,1
F32H2.10,381,587,480,219,47,20,17,6
F32H2.11,0,0,0,1,1,1,1,1
snpc-4,1670,2010,1089,411,111,148,64,52
mdt-31,221,324,210,108,10,11,12,5
spd-2,2279,5755,2237,645,243,191,118,132
thoc-3,1037,1495,905,391,44,43,41,31
fasn-1,13,4,4,0,3,5,1,2
F32H2.6,2,0,0,7,1,1,1,1
let-858,1018,2797,781,305,196,124,246,203
F33A8.10,8,0,1,0,1,1,1,1
cey-1,1814,1988,492,310,88,128,8,77
F33A8.4,1034,896,731,363,50,51,7,19
sdhd-1,1615,1494,1210,557,30,29,3,9
ilkp-1,52,149,70,9,5,4,3,7
F33A8.7,2,1,0,0,1,1,1,1
col-83,9,0,0,0,1,2,1,1
atrn-1,585,872,475,140,30,47,9,20
F33C8.2,1,0,0,0,1,1,1,1
F33D11.10,1382,4368,1901,375,150,143,300,266
vpr-1,589,1910,721,166,121,100,41,45
dhhc-3,1079,2143,891,292,52,59,55,55
nlp-62,1,0,0,0,1,1,1,1
hpo-3,2136,6935,2808,756,191,182,364,367
nhr-8,2,4,1,0,1,1,1,1
itr-1,26,20,14,5,5,3,3,2
F33D4.4,788,1424,732,255,44,48,14,6
mrpl-1,838,823,499,245,35,33,1,3
F33D4.6,1,0,0,0,1,1,1,1
emc-6,721,535,657,316,45,46,15,24
mrps-24,353,347,308,136,8,10,3,2
nhr-15,0,1,0,0,1,1,1,1
F33E11.2,1186,700,771,595,34,50,2,15
F33E11.3,456,797,390,177,33,68,1,8
phf-10,418,407,179,97,85,67,134,106
dlk-1,121,178,39,15,3,6,5,5
F33E2.5,195,260,137,79,6,15,1,2
F33G12.2,714,1251,655,295,39,38,40,38
F33G12.3,811,1817,778,258,77,57,88,85
lrr-1,1053,3503,1401,330,82,74,91,111
golg-2,1511,2735,1240,339,112,111,78,55
F33G12.6,168,276,127,45,12,9,5,5
F33G12.7,73,68,66,43,7,12,1,1
daf-19,547,1231,498,130,43,43,2,8
gpd-4,1720,6367,1790,554,16,15,45,42
F33H1.3,1610,2262,1440,490,142,107,109,114
F33H1.4,1034,1223,607,336,265,303,54,52
srd-1,1,4,1,0,1,1,1,1
dog-1,682,861,329,130,53,59,1,3
F33H2.2,3431,4751,2228,999,172,160,16,26
F33H2.3,1472,2462,852,358,54,37,32,53
pole-1,1646,5354,1514,583,267,270,165,156
F33H2.6,522,478,357,193,17,17,25,10
set-10,112,147,148,41,7,6,5,11
F33H2.8,15,41,3,2,1,2,1,1
evl-18,364,1698,573,92,134,133,177,200
F34D10.3,18,18,28,6,3,2,1,1
F34D10.4,596,995,466,95,77,63,70,78
lin-48,2,8,2,1,3,1,1,1
F34D10.6,3,21,5,0,1,2,1,1
F34D10.8,0,0,2,0,1,1,1,1
F34D10.9,34,79,19,13,1,2,1,1
F34D6.1,0,1,0,0,1,1,1,1
sup-9,0,5,0,0,1,1,1,1
set-11,1,0,0,0,1,1,1,1
sri-62,76,2,0,0,1,1,1,1
F34H10.3,71,333,40,7,6,9,4,12
F35A5.8,187,482,185,59,16,21,9,9
F35B12.10,0,2,3,0,1,1,1,1
F35B12.3,0,0,1,1,1,1,1,1
piit-1,6,0,4,0,1,1,1,1
sas-5,1543,3015,1422,664,62,76,26,16
nlp-24,8,8,13,0,1,1,1,1
F35B12.9,0,1,0,0,1,1,1,1
F35B3.4,1,0,0,0,1,1,1,1
ptrn-1,368,383,206,67,46,45,3,8
nlp-5,3,0,0,0,1,1,1,1
F35C11.5,2080,1701,1537,704,132,151,1,19
F35C11.6,1,2,0,0,2,1,1,1
F35C11.7,0,2,0,0,1,1,1,1
ncx-4,3,1,5,0,1,1,1,1
F35C12.3,0,0,1,0,1,1,1,1
F35C5.1,33,16,16,3,1,1,1,2
F35C5.12,0,1,0,1,1,1,1,1
sra-14,3,1,0,0,1,1,1,1
clec-63,0,0,4,0,2,1,1,1
clec-66,2,1,0,0,1,1,1,1
syx-3,95,142,87,12,3,4,7,9
pfn-2,106,377,203,22,3,4,8,2
chtl-1,1149,3321,1532,503,132,128,60,72
che-10,53,40,15,10,2,6,2,2
pqn-35,0,3,4,0,1,1,1,1
F35D11.3,77,70,38,21,4,4,1,1
F35D11.4,134,78,69,47,12,5,3,3
coa-3,233,216,194,111,19,24,6,5
F35D2.2,5,0,2,0,1,1,1,1
F35D2.3,118,114,45,22,1,3,1,4
syd-1,0,0,2,0,1,1,1,1
fem-1,708,1118,516,142,16,39,6,7
fbxa-181,125,76,65,24,3,2,2,2
F35E2.2,7,0,0,1,1,1,3,1
oac-19,0,1,0,0,1,2,1,1
F35E2.9,7,8,0,1,1,2,1,1
nhr-108,11,9,1,8,1,2,1,1
F35F10.1,4,2,0,0,1,1,1,1
arrd-18,46,52,34,16,1,1,1,1
arrd-19,458,830,314,54,22,19,20,11
cdc-73,877,1115,712,279,61,63,58,48
F35F11.2,0,16,0,1,1,1,1,1
asb-1,3750,4652,3383,1626,156,187,40,52
erh-2,1001,2940,1315,345,17,35,72,53
F35G12.12,1800,1456,896,488,77,144,1,13
mlcd-1,724,697,393,244,41,34,14,9
idhg-1,2216,4121,1871,585,120,142,58,28
sel-5,796,1637,603,224,124,116,54,64
wdr-48,762,3463,1213,331,144,143,164,149
F35G12.5,240,266,142,71,26,29,2,2
mab-21,3,7,9,0,1,1,1,1
F35G12.7,281,701,287,93,5,10,6,7
smc-4,1462,3473,1305,498,406,344,283,222
apc-11,1118,2127,874,426,49,51,12,19
F35G2.1,1866,4181,1543,389,175,202,8,20
marb-1,490,367,400,255,6,12,1,2
F35G2.3,19,14,7,8,1,1,5,3
phy-2,5,0,12,8,1,3,1,1
F35H10.10,134,295,101,37,4,11,2,2
F35H10.3,2,0,0,0,1,1,1,1
vha-5,0,1,0,0,2,1,1,1
F35H10.5,126,169,210,79,8,8,1,8
F35H10.6,475,628,471,161,18,14,12,10
nprl-3,664,1072,593,232,49,58,15,14
tbc-11,154,308,124,26,15,23,23,34
sel-12,305,1047,464,123,21,42,47,55
pifk-1,348,783,232,101,32,23,15,12
F35H12.5,26,69,30,8,2,6,1,1
F35H8.2,2,1,3,0,1,1,1,1
zfp-2,1380,2717,1373,481,87,71,17,16
F35H8.4,1,12,5,1,1,1,1,1
exc-7,32,58,28,7,4,10,2,7
ugt-58,260,313,213,70,13,17,1,2
F36A2.11,1,0,3,4,1,1,1,1
ubr-5,2989,8688,2770,964,985,883,671,627
cids-2,1186,2477,1249,308,151,169,48,27
F36A2.2,625,841,463,250,23,36,7,9
F36A2.3,5,29,11,3,5,2,1,5
twk-30,5,10,0,0,1,1,1,1
rps-15,628,553,888,441,16,32,3,2
F36A2.7,4432,7758,4074,1611,74,82,33,28
phip-1,480,367,410,213,41,36,3,7
F36A2.9,937,2608,1074,243,111,129,41,34
nhr-78,174,372,188,69,12,7,12,12
col-33,3,0,0,0,1,1,1,1
ama-1,710,3036,854,261,328,307,207,278
ttr-20,0,2,0,0,1,1,1,1
madf-2,248,389,237,50,13,16,17,13
F36D1.9,31,69,22,10,1,3,5,4
F36D3.1,366,586,313,104,22,11,21,30
F36D4.1,1,0,0,0,1,1,1,1
trpp-4,207,129,138,85,10,10,1,1
hum-2,740,876,395,183,118,183,21,37
F36D4.4,0,1,0,0,1,1,1,1
F36D4.5,951,3464,865,193,74,73,15,7
F36D4.6,0,0,0,2,1,1,1,1
F36F12.1,1,0,0,0,1,1,1,1
F36F12.3,4,8,0,0,3,1,1,1
ztf-28,252,440,318,45,4,5,30,22
F36F2.2,0,0,5,1,1,1,1,1
rbpl-1,2705,2507,989,745,194,130,116,93
syx-7,830,1625,630,224,32,26,67,43
fcp-1,483,1672,451,148,112,84,166,173
F36F2.7,6,5,0,2,1,1,1,1
F36F2.8,0,0,2,0,1,1,1,1
F36G3.1,13,50,32,3,4,2,5,1
F36G3.2,40,95,47,24,5,6,8,4
srw-57,1,0,0,0,1,1,1,1
hrg-6,0,0,1,0,1,1,1,1
F36H1.11,3,1,0,0,1,2,1,1
fkb-1,1676,4458,1387,610,43,49,50,51
kdin-1,354,516,229,68,89,102,5,14
lin-3,717,1128,552,172,54,40,5,10
hrg-4,1,0,0,0,1,1,1,1
alh-3,131,70,33,20,9,14,1,2
F36H12.17,2,5,1,6,1,1,1,1
F36H12.2,44,173,60,18,4,7,6,3
tat-5,551,1689,675,193,175,150,21,29
ent-6,1326,5427,1778,301,133,140,178,150
F36H5.4,2,1,0,1,1,1,1,1
F36H9.1,0,0,1,0,1,1,1,1
dhs-13,58,155,101,29,31,41,23,15
F36H9.5,2,1,0,1,1,3,1,1
F36H9.7,4,0,6,0,1,1,1,1
F37A4.1,2428,2245,1708,740,119,112,4,8
F37A4.2,814,1259,658,255,29,38,43,43
F37A4.3,3,7,0,0,1,1,1,1
F37A4.4,4,0,0,0,1,1,1,1
F37A4.5,4,6,8,2,1,2,1,1
isw-1,1685,6058,2018,419,420,326,548,542
bath-41,1546,5518,2099,440,207,157,243,269
nlp-10,0,0,1,0,1,1,1,1
gst-24,1,0,0,0,1,1,1,1
gst-12,45,39,30,15,2,2,1,1
gst-14,0,2,4,0,1,1,1,1
gst-15,12,9,3,7,1,1,1,1
gst-16,106,208,88,53,7,4,1,4
gst-19,1,3,0,0,1,1,1,1
gcs-1,554,1051,539,125,69,46,51,71
F37B12.3,1029,1569,1144,228,44,43,55,62
F37B4.10,742,1171,447,187,7,20,10,4
folt-2,4,0,0,3,1,1,1,1
srw-4,0,0,1,0,1,1,1,1
F37C12.1,1255,1712,1039,397,58,68,52,49
rps-21,132,119,189,110,7,9,1,1
mec-14,1,1,0,0,1,1,1,1
exos-9,653,1079,480,241,33,20,12,12
F37C12.18,32,69,22,7,1,2,2,1
epg-4,1756,1288,1112,526,68,77,1,3
F37C12.3,1576,2039,1311,563,18,23,8,10
rpl-36,328,306,402,242,25,28,1,3
acs-4,2911,4962,1411,511,345,482,4,33
rps-14,555,289,606,360,35,52,1,2
F37C4.4,14,21,13,1,1,1,1,1
F37C4.5,466,562,291,144,21,14,25,21
F37C4.6,4,0,0,0,1,1,1,1
mus-101,875,1738,854,261,132,127,96,99
row-1,1187,5231,1617,480,121,123,135,120
F37D6.4,2,0,0,1,1,1,1,1
tag-68,26,21,14,3,3,3,1,1
ncbp-1,2087,4775,1716,356,244,192,312,272
comp-1,0,0,4,0,1,1,1,1
F37F2.2,329,211,188,131,27,31,3,10
gst-25,3,4,0,0,1,1,1,1
lir-3,135,237,146,49,8,6,5,7
F37H8.2,0,4,0,0,2,1,2,1
bigr-1,25,3,1,6,1,1,1,2
sfxn-1.2,1,0,0,0,1,1,1,1
F37H8.5,9,8,1,0,1,1,1,1
clec-169,3,5,7,6,1,1,1,1
F38A1.8,70,136,68,32,66,58,40,65
ram-2,1,2,0,0,2,1,1,1
dnj-11,3012,6577,2180,743,236,208,378,238
odr-8,1125,1816,847,309,50,72,14,3
F38A5.2,664,855,425,155,31,55,14,9
lec-11,4,1,4,0,1,1,1,1
sup-36,238,213,162,78,11,8,1,6
pha-4,0,1,0,0,2,1,1,1
hif-1,528,963,446,115,45,73,5,14
ifa-1,0,0,4,0,1,1,1,1
F38B2.4,24,39,10,9,1,3,2,3
F38B6.6,5,0,0,0,1,1,1,1
ccch-1,4,3,1,0,3,2,1,1
F38B7.3,604,846,291,173,18,16,7,7
srx-85,0,2,0,0,1,1,1,1
duo-1,137,207,124,38,19,14,17,8
ccch-2,0,0,0,1,1,1,1,1
F38C2.7,0,0,2,0,1,1,1,1
F38E1.3,1,0,0,0,1,1,1,1
mom-2,5526,7738,3905,1343,270,309,10,46
mpdu-1,1449,2380,1287,537,46,32,42,40
cpin-1,20,24,10,4,4,3,1,2
